@fechaActualizacion,@id,IDIOMA,EMAIL,TELEFONO,FAX,NOMBRE_TUI,DESCRIPCION_TUI,CONTENT_URL,LATITUD_TUI,LONGITUD_TUI,Categoria_1,Categoria_2,DIRECCION_TUI,CATEGORIA_TUI,Categoria_3,Categoria_4,PK,HORARIO,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,NOMBRE_VIA,CLASE_VIAL,NUM,LOCALIDAD,PROVINCIA,CODIGO_POSTAL,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,COORDENADA_X,COORDENADA_Y,ORIENTACION,Categoria_5,PLANTA,PUERTA,ESCALERAS,Categoria_6,Categoria_7
2024-11-12,103451.0,es,madrid@aventurico.com,(+34) 911 59 51 59,,Aventurico,"Aventurico es un centro de diversión que atrae a familias y grupos de todas las edades en busca de aventuras interactivas y originales. Con dos sedes, en las zonas de Ventas y Prosperidad, ofrece emocionantes juegos de escape, gincanas, experiencias de realidad virtual y juegos interactivos. En Aventurico Ventas, los juegos están diseñados para toda la familia a partir de los 6 años, donde tanto niños como adultos podrán explorar mundos mágicos como ""Alicia en el País de las Maravillas"", ""Jumanji"" y la ""Academia de Magia"". En Aventurico Prosperidad, los visitantes disfrutarán de emocionantes juegos interactivos, como ""Escondite en las Tinieblas"", una versión llena de adrenalina de las clásicas escondidas, y ""Pulse Up"", que desafía a los participantes a mantener la agilidad y el equilibrio, entre otras experiencias emocionantes.Aventurico también es el lugar perfecto para celebrar cumpleaños infantiles, con actividades y juegos especialmente diseñados para los más pequeños. Los niños menores de 14 años deben estar acompañados por un adulto o monitor.",https://www.esmadrid.com/informacion-turistica/aventurico,40.4301613,-3.6634726,Parques y centros de ocio,,"de Alejandro González, 3, 28028, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,103376.0,es,arenal@turron1880.com,(+34) 613 08 31 08,,Museo del Turrón,"La tienda de la calle Arenal, 18, Casa 1880, cuenta con el primer museo del turrón dentro de Madrid. Con pases cada hora y en una visita autoguiada (en español e inglés), el público podrá descubrir la historia de este delicioso dulce a lo largo de más de 500 años, además de degustar algunas de sus variedades y otros dulces navideños. Con un cariz interactivo, la ruta por la exposición se inicia a través de un túnel revestido por la flor del almendro. Los sonidos y aromas propios de un campo de cultivo nos transportan al primer estadio de este viaje sensorial que se inicia en la materia prima, se detiene en los primeros utensilios que intervinieron en su fabricación, en los usos y costumbres de la época a través de la vestimenta tradicional, y que concluye haciendo partícipe al visitante de una historia que continúa escribiéndose.La visita finaliza con una degustación gratuita de productos clásicos y novedades de la famosa firma de turrones alicantina. La familia Sirvent, saga jijonenca dedicada durante 12 generaciones a la elaboración de turrones, chocolates, mazapanes y dulces desde 1725, ha sido la impulsora de esta propuesta que completa el atractivo cultural y turístico de Madrid.El museo madrileño se une a los museos que la firma ya posee en Jijona (Alicante) y Toledo.",https://www.esmadrid.com/informacion-turistica/museo-turron,40.4173831,-3.7068138,Instalaciones culturales,,"del Arenal, 18, 28013, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,103256.0,es,,,,95 Gallery,"Este nuevo espacio cultural situado muy cerca del metro de Oporto se suma a la creciente oleada de galerías de arte que, desde hace unos años, acoge el distrito de Carabanchel. En él se pueden observar las obras de más de 200 artistas y busca convertirse en un referente del arte urbano. Este proyecto, impulsado por el artista madrileño Sfhir, es un espacio de diálogo y expresión artística donde los creadores pueden dar rienda suelta a su imaginación. En sus 900 m2 acoge varias exposiciones temporales de artistas nacionales e internacionales, así como se puede disfrutar de una muestra permanente de murales creados en sus propias paredes, realizados por artistas como Chalo Moca, Taquen, Sea, Selva Duo Amazonas, Rafael Blanco, Colectivo Licuado, Berbo, Max 501, Ze Carrion, Chais y El Reina. ",https://www.esmadrid.com/informacion-turistica/95-gallery,40.3851202,-3.7316462,Instalaciones culturales,,"de Álvarez Abellán, 23, 28025, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,103150.0,es,info@insolitoescaperoom.com,(+34) 91 144 63 11,,INSOLITO Escape Room,"Situada en el distrito de Tetuán, junto a la Plaza de Castilla, se encuentra esta sala de escape que da vida a lugares llenos de magia, acción y aventura que darán la oportunidad a los participantes de sacar a relucir sus habilidades como escapistas. Son tres misiones intrépidas llenas de acertijos y juegos de habilidad que se deben resolver en un tiempo limitado. Insólito Escape Room dispone de tres juegos diferentes en los que pueden participar de 2 a 6 personas, con una edad mínima de 10 años (salvo el de Central Friends, que es a partir de 16 años):- Infiltración Espacial. La última esperanza, en la que los jugadores entran en una nave espacial para vivir una de las experiencias más grandes y tecnológicas de toda España, una trepidante aventura llena de efectos especiales y una historia apasionante.- La profecía del aula de pociones, ambientada en un colegio de magia y hechizos en el que hay que descubrir algo misterioso que está sucediendo.- Central Friends, que recrea la cafetería de la popular serie de televisión. En él los participantes pueden vivir su propio capítulo de una serie de humor a través de una experiencia totalmente teatralizada e inmersiva donde sus decisiones tienen resultados inmediatos y donde las risas y el café están aseguradas.  ",https://www.esmadrid.com/informacion-turistica/insolito-escape-room,40.4697263,-3.6920198,Otros,,"de San Leopoldo, 27, 28029, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,103130.0,es,customers-mad@city-tour.com,(+34) 933 176 454,,Madrid City Tour,"Madrid City Tour es una de las formas más cómodas y sencillas de conocer la ciudad. Es tan fácil como comprar el billete, válido para uno o dos días según la tarifa elegida, montarse en el autobús, colocarse los auriculares para seguir la audioguía y disfrutar de las calles, los monumentos y los puntos de interés, con la posibilidad de bajarse donde más apetezca y volver a subir cuantas veces queramos. En un mismo día se pueden visitar puntos turísticos destacados de la ciudad, como el Estadio Santiago Bernabéu, el Museo del Prado y el Palacio Real, sin necesidad de conocer los autobuses municipales o hacer transbordos en el metro.Además, Madrid City Tour ofrece sus audioguías en 14 idiomas (español, inglés, francés, alemán, italiano, portugués, ruso, japonés, holandés, chino, árabe, catalán, euskera y gallego). Cuenta también con dos canales especiales para niños en español e inglés.Madrid City Tour ofrece Wifi gratuito en sus vehículos para que los viajeros puedan conectarse mientras viajan. Todos los autobuses turísticos están adaptados para las personas con movilidad reducida, equipados con rampa de acceso por la puerta trasera y espacio reservado para sillas de ruedas en el interior. A bordo de los autobuses de Madrid City Tour viaja siempre un miembro de su personal al que pueden dirigirse los viajeros en caso de duda o pregunta. Los billetes pueden adquirirse dentro del propio autobús o en su sede central, en la calle de Felipe IV, entre el Museo del Prado y el hotel Mandarin Oriental Ritz, así como por su web oficial o la app para el móvil.",https://www.esmadrid.com/informacion-turistica/madrid-city-tour,40.415195134805,-3.692699074745,Empresas de guías turísticos,,"de Felipe IV, 28014, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,103127.0,es,info@pedrocera.com,(+34) 915 489 830,,Galería Pedro Cera,"Pedro Cera, una de las galerías de arte de referencia en Portugal, inauguró su sede en Madrid en octubre de 2023, coincidiendo con su 25º aniversario. La galería lusa trabaja con una larga lista de artistas de arte contemporáneo procedentes de Europa, Estados Unidos y América Latina, de quienes ha promovido sus obras y propuestas innovadoras.Su sede en Madrid se sitúa en el barrio de Chueca, en la calle Barceló. Se trata de un local con un amplio espacio muy similar al de la Rua do Patrocínio en Lisboa.Esta apertura supone también una oportunidad para muchos artistas portugueses e internacionales para tener mayor presencia en el mercado del arte contemporáneo español. A la vez, los lazos culturales entre Madrid y Lisboa se ven reforzados por el mayor intercambio artístico y el interés por los artistas y las exposiciones que se programen en su sede madrileña.La galería representa a una nómina de 22 artistas internacionales e intergeneracionales, en la que destacan figuras como Adam Pendleton, Ana Manso, Anna Hulačová, Antonio Ballester Moreno, Berlinde De Bruyckere, Bruno Pacheco, David Claerbout, Gil Heitor Cortesão, Mariele Neudecker, Miguel Branco, Oliver Laric, Paloma Varga Weisz o Tobias Rehberger, así como participa en algunas de las ferias más prestigiosas como Art Basel o ARCOmadrid, entre otras. ",https://www.esmadrid.com/informacion-turistica/galeria-pedro-cera,40.4270647,-3.699436,Instalaciones culturales,,"de Barceló, 13, 28004, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-23,102940.0,es,,,,Mariblanca,"Esta escultura de mármol blanco de la diosa Venus, cuya versión original se encuentra actualmente dentro del edificio de la Casa de la Villa y su réplica en la Puerta del Sol, es conocida popularmente por el pueblo madrileño como la Mariblanca. Desde 1625, año en que fue adquirida, su presencia en la ciudad ha sufrido cambios de ubicación constantes y diversas restauraciones.La historia de esta estatua en Madrid está vinculada desde sus inicios a la de la Puerta del Sol, ya que fue encargada en 1625 al escultor y tratante de estatuas clásicas, Ludovico Turqui, quien la trajo desde Florencia, para que formase parte de la fuente monumental que se instalaría en la plaza madrileña para embellecer y dignificar el municipio tras la vuelta a Madrid de la Corte en 1606.Tras varias transformaciones de la fuente, en 1838 se traslada a la Plaza de las Descalzas. Aquí estuvo hasta 1892, cuando la escultura es sustituida por otra. Desde entonces estuvo en el almacén municipal hasta 1912, cuando fue colocada en el parque de El Retiro. Tras ser retirada de nuevo, en 1969 se sitúa en el Paseo de Recoletos. En 1984 fue víctima de importantes daños por un acto vandálico, con lo que tuvo que ser restaurada. Finalizada la restauración, fue colocada en el vestíbulo de la escalera principal de la Casa de la Villa en 1985, donde permanece desde entonces.La réplica que se encuentra en la Puerta del Sol fue realizada en piedra caliza por el restaurador Jerónimo García Gallego con un molde extraído de la original una vez restaurada. Mide seis metros de altura incluyendo la peana y pesa 11 toneladas. En 1986 fue situada en el mismo lugar donde estuvo la fuente que coronaba la versión original de la Mariblanca. Con la llegada de las obras por el intercambiador ferroviario en 2004, la estatua se desmontó en 2006 y fue conservada de nuevo en los almacenes municipales hasta 2009, cuando fue colocada en la confluencia entre la calle Arenal y la Puerta del Sol.A mediados de agosto de 2023, la estatua ha vuelto a ser trasladada con motivo de las obras de remodelación de la plaza, ocupando a partir de ahora el extremo occidental de la nueva alineación de bancos situada en el arco norte de la Puerta del Sol.   ",https://www.esmadrid.com/informacion-turistica/mariblanca,40.416986435625,-3.703952873673,,,"Puerta del Sol, 28013, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,102937.0,es,madrid@scavengerescape.com,(+34) 674 69 65 75,,Scavenger Scape Rooms,"El primer escape room de última generación de Madrid se encuentra en Malasaña. En él se combinan las emociones de la búsqueda de tesoros tradicional con los juegos de escape más actuales. Los jugadores pueden elegir entre cinco salas con cinco propuestas diferentes, además de una búsqueda del tesoro por las calles de la ciudad.Scavenger Escape dispone de cinco juegos de distinta dificultad en los que pueden participar desde 2 a 6 jugadores: La Aventura en Egipto, Siguiendo el rastro de Picasso, la Consulta Misteriosa, la Cámara de Tortura o la Jaula de los Gángsters, a los que se suman dos juegos para realizar en grupos de hasta 8 personas por las calles madrileñas, Búsqueda del Tesoro en Madrid y Búsqueda del Tesoro en Madrid. El Gran Robo.Los juegos admiten la participación de niños y adultos. Los niños menores de 12 años deben ir acompañados siempre por un adulto, aunque la edad mínima para participar en la Jaula de los Gángsters es 18 años y en la Cámara de tortura, 16 años.Todos los juegos se pueden realizar en español e inglés.",https://www.esmadrid.com/informacion-turistica/scavenger-scape-rooms,40.4263552,-3.7025632,Otros,,"de la Palma, 14, 28004, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-11,102934.0,es,info@museodelafelicidad.com,(+34) 91 201 63 91,,Museo de la Felicidad,"Situado junto a la Casa Encendida y muy cerca del Circo Price se encuentra este original museo que abrió sus puertas en septiembre de 2023. En sus salas se vive una experiencia inmersiva en la que se puede descubrir todo sobre la felicidad. ¡Consulta sus actividades para este verano!El MüF presenta un extraordinario recorrido por 600 m2 de risas y sonrisas donde experimentar a qué huele la felicidad y a qué sabe. Con más de 20 experiencas inmersivas, el visitante podrá probar una máquina que da abrazos, entrar en un risódromo donde utilizar la máquina de risoterapia hasta no parar de reír, tirarse por un tobogán que aterriza de forma muy especial... A través de sus salas se realizará un viaje completo por la Historia y Geografía de la Felicidad, el Risódromo, el Laboratorio de la Felicidad, el espacio de la Felicidad más allá del Dinero y el Show de la Magia Feliz.El espacio se encuentra perfectamente equipado y habilitado para acoger visitas de hasta 125 personas de forma simultánea y cuenta con un auditorio en el que impartir cursos, talleres u otras actividades lúdicas con capacidad de hasta 35 personasEl museo ofrece una oportunidad para conocer, con evidencias y rigor científico, lo que nos genera más felicidad a los seres humanos de una manera muy divertida. Además, se da respuesta a curiosidades como saber dónde viven los abuelos más felices del mundo, conocer la fórmula de las canciones que nos hacen más felices o resolver el misterio de la sonrisa de la Gioconda.Un verano lleno de actividadesVisita el MuF en verano, ahora con más motivo que nunca. Pensando en el público de 3 a 103 años, en el MüF han programado actividades veraniegas para disfrutar aún más de las visitas al museo. Y todo ello sin incremento del precio de la entrada. Lo único que tienes que hacer para asegurar tu plaza es sacar las entradas para el día y la hora de la actividad (siempre a las 12.00 y a las 18.00h).Así, entre el 16 de junio y el 21 de septiembre:Todos los miércoles a las 12.00 y a las 18.00h actividad de la “Isla de los abrazadores”, con manualidades especialmente recomendadas para familias con menores de 10 años.Todos los jueves, a las 12.00 y a las 18.00h, tenemos las Visitas guiadas para Personas Adultas (recomendada para personas solas o acompañadas que quieran relacionarse con otros visitantes mientras descubren el museo de la mano de su equipo)Todos los viernes, a las 12.00 y a las 18.00h, actividad de “las Emociones en Movimiento” con retos y actuaciones especialmente recomendadas para chicos y chicas de entre 10 y 18 años.Y los lunes, martes, sábados y domingos mantiene los variados microtalleres en directo de Abrazoterapia, Yoga de la Risa, El Sabor de la Felicidad, etc, recomendados para todo tipo de público y edades.Recuerda que para asegurar tu plaza en las actividades de los miércoles, jueves y viernes debes sacar tu entrada para ese día en la sesión de las 12.00 o de las 18.00h. ",https://www.esmadrid.com/informacion-turistica/museo-felicidad,40.4057753,-3.7008587,Otros,,"de Valencia, 8, 28012, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11,102792.0,es,,,,Fundición Tipográfica Richard Gans,"Situado en el barrio de Argüelles, este espacio, conformado por dos edificios en las calles Altamirano, 5 y Princesa, 63, es el único ejemplo de una antigua fábrica de tipos y comercio de materiales de imprenta que se conserva en la Comunidad de Madrid. Fundado a finales del siglo XIX por el austríaco Richard Gans, ha sido declarado Bien de Interés Cultural (BIC) en la categoría de Industrial, en julio de 2023.Los edificios que conforman el inmueble, así como los bienes que en ellos se conservan, ofrecen una clara imagen de la estructura y organización de una de las compañías nacidas con el desarrollo industrial que tuvo lugar en la ciudad de Madrid a finales del siglo XIX y principios del XX.Desde un punto de vista arquitectónico, destaca la calidad espacial del edificio de calle Altamirano, diseñado con iluminación cenital natural para un uso industrial y que mantiene, en un buen estado de conservación, la estructura de acero laminado roblonada característica de la época, así como gran parte de sus elementos interiores, de estética y funcionalidad.Del edificio de la calle Princesa, con una estructura más residencial, es destacable su fachada principal, que conserva el diseño singular, con rejerías de planta baja y balcones de plantas superiores, carpinterías con vidrieras emplomadas y pilares de fundición de planta baja. El inmueble constituye una muestra singular de ese Madrid en proceso de metamorfosis de villa a ciudad cosmopolita e industrial.A sus valores arquitectónicos se une el interés de la maquinaria propia de la actividad, tipos móviles y mobiliario, que constituyen un valioso testimonio de la actividad gráfica de la época.También destaca la singularidad de la actividad desarrollada y su mantenimiento durante un siglo de existencia (desde 1888 a 1975), a lo largo del cual surtió de material a las principales empresas editoriales y gráficas de la época, entre ellas la imprenta Rivadeneira, ubicada en la Cuesta de San Vicente, o el periódico ABC.",https://www.esmadrid.com/informacion-turistica/fundicion-tipografica-richard-gans,40.4310736,-3.7172127,,,"de la Princesa, 63, 28008, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-09,102791.0,es,,,,Central Térmica de la Ciudad Universitaria,"Construida en 1932 por el arquitecto Manuel Sánchez Arcas y el ingeniero Eduardo Torroja Miret, se trata de una joya arquitectónica de estilo racionalista galardonada con el Premio Nacional de Arquitectura de ese mismo año. La central térmica tenía como fin generar energía térmica para los edificios de la Ciudad Universitaria, resultando un ejemplo pionero del uso de la calefacción central. Por todo ello, con la nueva Ley de Patrimonio Cultural ha sido incoada como Bien de Interés Cultural con la categoría de Sitio Industrial.La central térmica formaba parte del proyecto de Ciudad Universitaria en Madrid. Comenzó a llevarse a cabo en la década de 1920 con el impulso del rey Alfonso XIII, tomando como modelo los campus universitarios de Estados Unidos.Con la intención de distribuir el calor por los edificios universitarios mediante conducciones, la central fue construida influenciada por edificios como la Power House de Harvard o la Heating Plant de Berkeley. Su exterior está revestido de ladrillo y tiene cubierta plana, con ventanales en bandas horizontales y verticales. Posteriormente, la instalación fue ampliada por Alfonso García Gordillo, en 1975.Durante la guerra civil, sufrió grandes daños. Cuando finalizó la contienda, Torroja se encargó de su reconstrucción, siguiendo los planos originales para que quedara tal y como había sido proyectada inicialmente. La obra fue inaugurada de nuevo el 12 de octubre de 1943.A lo largo de su trayectoria, la fuente de calor fue cambiando del carbón al gasóleo y desde 1975 al gas natural, que sigue siendo utilizado actualmente.",https://www.esmadrid.com/informacion-turistica/central-termica-ciudad-universitaria,40.446809136822,-3.723537839895,,,"de Gregorio del Amo, s/n, 28040, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,102777.0,es,,,,Montaña de los Gatos,"Este pintoresco rincón del parque de El Retiro, conocido como la Montaña de los Gatos, aunque su nombre oficial es el de Montaña Artificial, reabrió sus puertas en julio de 2023 después de haber permanecido dos décadas cerrada al público y alberga interesantes exposiciones temporales. Levantada en el siglo XIX, se trata de uno de los lugares más icónicos del parque, que adopta su particular nombre por haber sido en el pasado espacio habitual para las colonias de felinos que poblaban este enclave de la ciudad. Localizada junto a la confluencia de la calle O’Donnell y la avenida de Menéndez Pelayo, la montaña fue creada durante el reinado de Fernando VII en 1817, formando parte del jardín romántico ideado por Bernardino Berogán, de disfrute exclusivo de la familia real en su momento. Posteriormente, el uso principal de este espacio hasta el día de su cierre en 2004 fue el de sala de exposiciones.Tras ocho meses de trabajos y una importante inversión por parte del Ayuntamiento de Madrid, este espacio recobra su esencia original, pudiendo ser visitado de nuevo tanto por los madrileños y madrileñas como por los turistas.El interior de la montaña cuenta de un espacio abovedado de planta circular abierto con un óculo superior del que nacen cuatro galerías abovedadas que discurren por el interior del cerro artificial. Durante las labores de restauración se han producido hallazgos arqueológicos relevantes que incrementarán aún más el interés y el valor de este espacio. En concreto, se ha encontrado un viaje de agua que conducía a una noria, anterior a la construcción del parque, cuyos restos arqueológicos van a quedar a la vista de los visitantes a través de una pantalla de cristal. La montaña cuenta con una serie de pequeños senderos ajardinados ascendentes rodeados perimetralmente de un conjunto de estanques sobre los que vierten tres cascadas artificiales dotadas de un sistema hidráulico de recirculación.Ahora con su reapertura se podrá disfrutar del conjunto de la zona ajardinada y de la estructura exterior reformada, además de su interior.",https://www.esmadrid.com/informacion-turistica/montana-gatos,40.4211051,-3.6805451,Instalaciones culturales,Parques y jardines,"de Fernán Núñez, 30, 28009, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,102535.0,es,reservas@teatroflamencomadrid.com,(+34) 911 592 005,,Teatro Flamenco Madrid,"Tras convivir durante 7 años con la programación del ya desaparecido Teatro Alfil, desde septiembre de 2024 el Teatro Flamenco Madrid tiene la gestión total del espacio, dedicado desde entonces en exclusiva al arte flamenco, convertido en un centro cultural y punto de encuentro en el que se puede descubrir la esencia del flamenco puro. De lunes a domingo, con tres sesiones diarias, se puede disfrutar de actuaciones con cante, baile y guitarra.Además, en él también se imparten clases de baile flamenco por profesionales.",https://www.esmadrid.com/informacion-turistica/teatro-flamenco-madrid,40.4231478,-3.7044556,Instalaciones culturales,,"del Pez, 10, , Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,102504.0,es,hola@urbansafari.es,(+34) 645 848 484,,Urban Safari,"Muy cerca de Atocha se encuentra este divertido local en el que se puede practicar tiro de hacha con total seguridad. La actividad se puede realizar desde los 7 años y cuentan con diferentes propuestas pensadas para celebrar eventos privados como cumpleaños, despedidas de soltero o team building.El amplio local, de más de 100 m2 y con un aforo para hasta 42 personas, cuenta con 9 dianas para grupos de 4 a 6 jugadores en las que se utiliza una amplia variedad de hachas y otros objetos como los batarang, surikens o matazombies. Al llegar, previamente un instructor se encarga de enseñar cómo debe lanzarse el hacha de manera segura. Después sólo queda disfrutar mientras se toma algo con buena música de fondo.Urban Safari pertenece a Experiencity, una de las empresas más destacadas del sector de escape rooms.",https://www.esmadrid.com/informacion-turistica/urban-safari,40.4043434,-3.6946357,Otros,,"de las Delicias, 9, 28045, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-13,102419.0,es,info@rift-valley.com,(+34) 91 057 56 97,,Rift Valley Expeditions,"La agencia de viajes especializada en rutas por África cuenta desde el verano de 2023 con un centro cultural en la zona de Conde Duque, muy cerca de Plaza de España, que acoge también su sede en Madrid. En él se muestra al público, a través de diversas iniciativas divulgativas, la diversidad cultural del continente africano. El centro, situado a pie de calle, cuenta cada mes con una agenda cultural variada dedicada exclusivamente a África. En ella se incluirán colaboraciones con iniciativas panafricanistas como Literafricas, con quienes compartirán un club de lectura, además de los Encuentros de Rift con el periodista especializado Chema Caballero. Habrá también espacio para hablar de turismo respetuoso con la cultura local y la naturaleza, así como de países concretos con iniciativas como África en miniatura.La nueva sede de Rift Valley Expeditions se divide en dos plantas: una de ellas funciona como oficina de la compañía en la ciudad y la otra como espacio cultural, con un aforo de hasta 30 personas sentadas. Con el cambio de sede, Rift Valley amplia también el equipo en la ciudad para atender a viajeros y profesionales del sector. Esta sede se une a las otras siete que tiene entre España y África: Barcelona, Addis Ababa, Nairobi, Arusha, Libreville, Entebbe y Cotonou.Anteriormente, la compañía contaba con un pequeño espacio en el Gabinete de Historia Natural de Madrid.Rift Valley Expeditions, fundada en 2014 por el fotógrafo Toni Espadas, está formada por un equipo de especialistas en viajes que comparten una pasión común por los lugares inexplorados del continente africano, promoviendo un turismo respetuoso con las culturas y entornos locales.",https://www.esmadrid.com/informacion-turistica/rift-valley-expeditions,40.4267749,-3.7105713,Instalaciones culturales,,"del Limón, 19, 28015, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,102282.0,es,,,,Parque Princesa Leonor,"Hortaleza cuenta, desde marzo de 2023, con esta nueva zona verde, situada entre las calles María de las Mercedes de Borbón y la avenida de las Fuerzas Armadas, que supone la transición entre el área residencial del distrito y el Parque Forestal de Valdebebas Felipe VI, uno de los mayores pulmones verdes de la ciudad. Con una superficie de 78 hectáreas, en su interior se encuentran varios paseos peatonales, carril bici, miradores, zonas de ocio infantil y restauración.El nuevo parque está basado en el proyecto Sol y Sombra del diseñador Joao Ferreira. Para su ejecución, se han plantado 5500 árboles y 170 000 arbustos. El área vegetal se ha compuesto de especies autóctonas y ha sido diseñado en tres unidades de paisaje: la dehesa, la ribera del arroyo y la zona agraria, con una gestión basada en la eficiencia y la sostenibilidad ambiental.Además, se ha restaurado la hidrología natural de este espacio en dos cauces de arroyos, los de Valdefuentes y Valdehigueras, alimentados por sus escorrentías, que recogen y conducen las aguas de lluvia a la laguna situada en el punto bajo del ámbito y que conforma un hábitat de gran biodiversidad. Gracias a su topografía, los ciudadanos pueden disfrutar de múltiples recorridos accesibles que superan zonas con fuertes pendientes, dando la sensación de estar en mitad del campo. En total hay diez kilómetros de caminos y sendas peatonales y tres kilómetros de carril bici, a los que hay que sumar varios miradores con vistas privilegiadas de Madrid y diversos equipamientos, incluyendo juegos infantiles, restauración, edificios formativos y un espacio para huertos urbanos.",https://www.esmadrid.com/informacion-turistica/parque-princesa-leonor,40.483417124587,-3.617913722992,Parques y jardines,,"de Juan Antonio Samaranch, 28055, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,102136.0,es,,,,Parque Juan Pablo II,"El barrio de Piovera, en el distrito de Hortaleza, al noreste de Madrid, cuenta desde 2007 con este gran parque urbano que recuerda la visita del Papa Juan Pablo II a Madrid en 2003 a través de un monolito en el que se reproduce una frase que el pontífice dedicó a nuestra ciudad. Se divide en tres zonas: la estancial, la temática y la deportiva.Las dos primeras fases del parque, de unas 10 hectáreas de superficie, integran las zonas estancial y temática. El diseño de la zona estancial, denominada Jardín del Sol y el Agua, se articula desde la plaza del reloj de sol (de 4 metros de altura), rodeándose de canales, plantaciones y caminos. Acoge y fusiona especies tradicionalmente mediterráneas como el olivo, la vid y frutales con otras de la jardinería moderna.La zona temática, denominada Jardines Mediterráneos, es representativa de la evolución histórica de la jardinería mediterránea. En ella se encuentran el Jardín de Oriente Próximo, el Jardín Medieval, el Jardín Árabe, el Palmeral o el Paraíso. El agua es el elemento siempre presente, con ría, canaletas y albercas.La tercera fase del parque es la zona deportiva, con una superficie de aproximadamente 3 hectáreas, en la cual que destacan el campo de rugby profesional de hierba artificial y 2 pistas de pádel, además de una lámina ornamental y zonas ajardinadas.También cuenta con zonas infantiles, un parque canino y un carril bici.",https://www.esmadrid.com/informacion-turistica/parque-juan-pablo-ii,40.455534,-3.6235642,Parques y jardines,,"de Machupichu, 1, 28043, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23,102091.0,es,info@nomadmuseo.es,(+34) 91 378 85 35,,Nomad Museo Inmersivo,"La propuesta cultural de espacios inmersivos en Madrid suma un nuevo centro con este novedoso museo que fusiona la tecnología y el arte participativo para reinventar la experiencia sensorial, situado en la Gran Vía, junto a la Plaza de España. Este espacio familiar y educativo ha sido ideado como una plataforma interactiva que estimula la exploración de lo desconocido, las sensaciones y anima a interactuar con el entorno.En el interior del NMI todo el entorno está integrado en el mismo concepto que obliga al visitante a cuestionarse la realidad a través trampantojos de luz y efectos especiales que transportan al mundo de los sueños, sumergiéndole en una historia futurista dinámica e irreal. Los últimos avances en inteligencia artificial aplicados al arte, junto a la innovación creativa y los desarrollos tecnológicos más punteros dan como resultado una experiencia sensorial en la que el público se convierte en parte activa de la exposición.El museo cuenta con aforo reducido para conseguir que la experiencia sea perfecta.NMI está presente también en Nueva York, Miami y Washington.Exposición El mundo de Van Gogh y El oro de KlimtCon motivo del segundo aniversario del Nomad Museo Inmmersivo, del 23 de abril al 1 de junio se puede disfrutar en la misma visita de una exposición conjunta que incluye sus dos producciones más exitosas hasta la fecha: El Mundo de Van Gogh y El oro de Klimt.",https://www.esmadrid.com/informacion-turistica/nomad-museo-inmersivo,40.4235445,-3.7096594,Instalaciones culturales,,"Gran Vía, 78, 28013, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
